type,price,loc,kamar_tidur,luas_tanah,luas_bangunan,sertifikasi
Rumah Second,Rp6 M,"Pasar Minggu, Kota Jakarta Selatan",4 KT,LT 253m²,LB 500m²,
Rumah Second,Rp3 M,"Jagakarsa, Kota Jakarta Selatan",3 KT,LT 225m²,LB 100m²,SHM
Rumah Second,Rp17 M,"Pasar Minggu, Kota Jakarta Selatan",6 KT,LT 528m²,LB 800m²,SHM
Rumah Second,"Rp1,1 M","Jatinegara, Kota Jakarta Timur",2 KT,LT 124m²,LB 97m²,
Rumah Second,"Rp3,3 M","Cakung, Kota Jakarta Timur",4 KT,LT 186m²,LB 180m²,SHM
Rumah Second,Rp285 Jt,"Grogol Petamburan, Kota Jakarta Barat",2 KT,LT 60m²,LB 55m²,SHM
Rumah Second,"Rp2,9 M","Pulogadung (Pulo Gadung), Kota Jakarta Timur",4 KT,LT 85m²,LB 140m²,SHM
Rumah Second,"Rp2,5 M","Pasar Minggu, Kota Jakarta Selatan",3 KT,LT 140m²,LB 133m²,SHM
Rumah Second,Rp285 Jt,"Kebon Jeruk, Kota Jakarta Barat",2 KT,LT 60m²,LB 55m²,SHM
Rumah Second,"Rp9,5 M","Kembangan, Kota Jakarta Barat",5 KT,LT 420m²,LB 800m²,SHM
Rumah Second,"Rp1,6 M","Tebet, Kota Jakarta Selatan",2 KT,LT 82m²,LB 82m²,
Rumah Second,Rp285 Jt,"Kalideres, Kota Jakarta Barat",2 KT,LT 60m²,LB 55m²,SHM
Rumah Second,"Rp3,3 M","Cakung, Kota Jakarta Timur",4 KT,LT 200m²,LB 354m²,SHM
Rumah Second,"Rp2,5 M","Cakung, Kota Jakarta Timur",5 KT,LT 119m²,LB 168m²,
Rumah Second,Rp2 M,"Pesanggrahan, Kota Jakarta Selatan",4 KT,LT 101m²,LB 125m²,SHM
Rumah Second,Rp3 M,"Grogol Petamburan, Kota Jakarta Barat",3 KT,LT 230m²,LB 230m²,
Rumah Second,"Rp2,4 M","Ciracas, Kota Jakarta Timur",13 KT,LT 350m²,LB 350m²,
Rumah Second,Rp3 M,"Cempaka Putih, Kota Jakarta Pusat",3 KT,LT 139m²,LB 139m²,
Rumah Second,Rp675 Jt,"Jatinegara, Kota Jakarta Timur",4 KT,LT 54m²,LB 90m²,
Rumah Second,Rp525 Jt,"Cengkareng, Kota Jakarta Barat",2 KT,LT 95m²,LB 104m²,SHM
Rumah Second,"Rp1,7 M","Tebet, Kota Jakarta Selatan",5 KT,LT 79m²,LB 135m²,SHM
Rumah Second,"Rp3,8 M","Pulogadung (Pulo Gadung), Kota Jakarta Timur",3 KT,LT 96m²,LB 250m²,
Rumah Second,"Rp5,5 M","Pulogadung (Pulo Gadung), Kota Jakarta Timur",26 KT,LT 174m²,LB 500m²,
Rumah Second,"Rp5,5 M","Pal Merah (Palmerah), Kota Jakarta Barat",19 KT,LT 250m²,LB 350m²,
Rumah Second,"Rp2,2 M","Duren Sawit, Kota Jakarta Timur",2 KT,LT 126m²,LB 94m²,SHM
Rumah Second,"Rp6,8 M","Cilandak, Kota Jakarta Selatan",6 KT,LT 284m²,LB 300m²,SHM
Rumah Second,Rp17 M,"Pasar Minggu, Kota Jakarta Selatan",6 KT,LT 528m²,LB 800m²,SHM
Rumah Second,"Rp3,3 M","Cengkareng, Kota Jakarta Barat",6 KT,LT 208m²,LB 300m²,SHM
Rumah Second,Rp285 Jt,"Pancoran, Kota Jakarta Selatan",2 KT,LT 60m²,LB 55m²,SHM
Rumah Second,"Rp3,2 M","Duren Sawit, Kota Jakarta Timur",4 KT,LT 165m²,LB 200m²,SHM
Rumah Second,"Rp2,5 M","Jagakarsa, Kota Jakarta Selatan",5 KT,LT 88m²,LB 240m²,SHM
Rumah Second,"Rp2,1 M","Jagakarsa, Kota Jakarta Selatan",5 KT,LT 75m²,LB 150m²,SHM
Rumah Second,Rp18 M,"Kebayoran Lama, Kota Jakarta Selatan",6 KT,LT 707m²,LB 270m²,SHM
Rumah Second,Rp18 M,"Kebayoran Lama, Kota Jakarta Selatan",6 KT,LT 707m²,LB 270m²,SHM
Rumah Second,Rp28 M,"Kebayoran Baru, Kota Jakarta Selatan",6 KT,LT 475m²,LB 800m²,SHM
Rumah Second,Rp285 Jt,"Gambir, Kota Jakarta Pusat",2 KT,LT 60m²,LB 55m²,SHM
Rumah Second,"Rp2,5 M","Cakung, Kota Jakarta Timur",5 KT,LT 119m²,LB 125m²,SHM
Rumah Second,Rp285 Jt,"Tanah Abang, Kota Jakarta Pusat",2 KT,LT 60m²,LB 55m²,SHM
Rumah Second,Rp285 Jt,"Cengkareng, Kota Jakarta Barat",2 KT,LT 60m²,LB 55m²,SHM
Rumah Second,Rp948 Jt,"Cengkareng, Kota Jakarta Barat",2 KT,LT 90m²,LB 54m²,SHM
Rumah Second,Rp285 Jt,"Menteng, Kota Jakarta Pusat",2 KT,LT 60m²,LB 55m²,SHM
Rumah Second,Rp285 Jt,"Taman Sari, Kota Jakarta Barat",2 KT,LT 60m²,LB 55m²,SHM
Rumah Second,"Rp2,7 M","Pulogadung (Pulo Gadung), Kota Jakarta Timur",3 KT,LT 191m²,LB 120m²,SHM
Rumah Second,"Rp2,7 M","Pulogadung (Pulo Gadung), Kota Jakarta Timur",3 KT,LT 191m²,LB 120m²,SHM
Rumah Second,Rp3 M,"Cilincing, Kota Jakarta Utara",3 KT,LT 346m²,LB 300m²,SHM
Rumah Second,"Rp9,6 M","Cilandak, Kota Jakarta Selatan",3 KT,LT 440m²,LB 300m²,SHM
Rumah Second,"Rp4,3 M","Senen, Kota Jakarta Pusat",3 KT,LT 279m²,LB 140m²,SHM
Rumah Second,"Rp1,1 M","Pulogadung (Pulo Gadung), Kota Jakarta Timur",4 KT,LT 85m²,LB 150m²,SHM
Rumah Second,Rp88 M,"Menteng, Kota Jakarta Pusat",5 KT,LT 873m²,LB 800m²,SHM
Rumah Second,"Rp5,9 M","Gambir, Kota Jakarta Pusat",3 KT,LT 146m²,LB 300m²,SHM
Rumah Second,"Rp1,7 M","Duren Sawit, Kota Jakarta Timur",5 KT,LT 90m²,LB 145m²,SHM
Rumah Second,Rp3 M,"Cilandak, Kota Jakarta Selatan",4 KT,LT 73m²,LB 148m²,
Rumah Second,Rp8 M,"Kembangan, Kota Jakarta Barat",7 KT,LT 276m²,LB 550m²,SHM
Rumah Second,"Rp5,6 M","Cengkareng, Kota Jakarta Barat",4 KT,LT 352m²,LB 352m²,SHM
Rumah Second,Rp8 M,"Kembangan, Kota Jakarta Barat",7 KT,LT 276m²,LB 550m²,SHM
Rumah Second,"Rp12,5 M","Kembangan, Kota Jakarta Barat",4 KT,LT 450m²,LB 250m²,SHM
Rumah Second,"Rp2,7 M","Pancoran, Kota Jakarta Selatan",3 KT,LT 152m²,LB 150m²,SHM
Rumah Second,Rp23 M,"Gambir, Kota Jakarta Pusat",6 KT,LT 619m²,LB 619m²,SHM
Rumah Second,"Rp3,7 M","Kembangan, Kota Jakarta Barat",4 KT,LT 153m²,LB 200m²,SHM
Rumah Second,Rp14 M,"Kebayoran Lama, Kota Jakarta Selatan",3 KT,LT 276m²,LB 224m²,SHM
Rumah Second,"Rp2,3 M","Jagakarsa, Kota Jakarta Selatan",4 KT,LT 77m²,LB 275m²,SHM
Rumah Second,"Rp2,2 M","Pesanggrahan, Kota Jakarta Selatan",4 KT,LT 121m²,LB 130m²,SHM
Rumah Second,"Rp2,8 M","Kelapa Gading, Kota Jakarta Utara",3 KT,LT 102m²,LB 130m²,SHM
Rumah Second,Rp975 Jt,"Jagakarsa, Kota Jakarta Selatan",3 KT,LT 58m²,LB 100m²,SHM
Rumah Second,"Rp1,6 M","Jagakarsa, Kota Jakarta Selatan",3 KT,LT 68m²,LB 125m²,SHM
Rumah Second,"Rp5,8 M","Tanjung Priok, Kota Jakarta Utara",5 KT,LT 317m²,LB 550m²,SHM
Rumah Second,"Rp89,5 M","Setiabudi (Setia Budi), Kota Jakarta Selatan",8 KT,LT 1420m²,LB 800m²,SHM
Rumah Second,Rp14 M,"Cilandak, Kota Jakarta Selatan",7 KT,LT 595m²,LB 700m²,SHM
Rumah Second,Rp380 Jt,"Kalideres, Kota Jakarta Barat",2 KT,LT 55m²,LB 45m²,SHM
Rumah Second,Rp2 M,"Cipayung, Kota Jakarta Timur",3 KT,LT 109m²,LB 150m²,SHM
Rumah Second,"Rp1,6 M","Duren Sawit, Kota Jakarta Timur",3 KT,LT 90m²,LB 140m²,SHM
Rumah Second,"Rp2,3 M","Kembangan, Kota Jakarta Barat",3 KT,LT 96m²,LB 150m²,SHM
Rumah Second,Rp55 M,"Setiabudi (Setia Budi), Kota Jakarta Selatan",5 KT,LT 650m²,LB 900m²,SHM
Rumah Second,"Rp5,8 M","Pasar Minggu, Kota Jakarta Selatan",5 KT,LT 273m²,LB 300m²,SHM
Rumah Second,"Rp6,7 M","Tebet, Kota Jakarta Selatan",4 KT,LT 315m²,LB 200m²,SHM
Rumah Second,"Rp18,2 M","Cilandak, Kota Jakarta Selatan",5 KT,LT 1000m²,LB 432m²,SHM
Rumah Second,Rp565 Jt,"Jagakarsa, Kota Jakarta Selatan",2 KT,LT 45m²,LB 40m²,SHM
Rumah Second,Rp285 Jt,"Duren Sawit, Kota Jakarta Timur",2 KT,LT 60m²,LB 55m²,SHM
Rumah Second,"Rp33,2 M","Jagakarsa, Kota Jakarta Selatan",4 KT,LT 3200m²,LB 300m²,SHM
Rumah Second,"Rp2,3 M","Duren Sawit, Kota Jakarta Timur",5 KT,LT 92m²,LB 162m²,SHM
Rumah Second,"Rp3,3 M","Cakung, Kota Jakarta Timur",4 KT,LT 200m²,LB 354m²,SHM
Rumah Second,Rp285 Jt,"Tanah Abang, Kota Jakarta Pusat",2 KT,LT 60m²,LB 55m²,SHM
Rumah Second,Rp285 Jt,"Pal Merah (Palmerah), Kota Jakarta Barat",2 KT,LT 60m²,LB 55m²,SHM
Rumah Second,"Rp5,9 M","Cilandak, Kota Jakarta Selatan",4 KT,LT 155m²,LB 430m²,SHM
Rumah Second,"Rp5,2 M","Tanah Abang, Kota Jakarta Pusat",5 KT,LT 171m²,LB 250m²,SHM
Rumah Second,Rp285 Jt,"Gambir, Kota Jakarta Pusat",2 KT,LT 60m²,LB 55m²,SHM
Rumah Second,Rp250 Jt,"Jagakarsa, Kota Jakarta Selatan",2 KT,LT 48m²,LB 44m²,SHM
Rumah Second,"Rp17,2 M","Pancoran, Kota Jakarta Selatan",5 KT,LT 500m²,LB 536m²,SHM
Rumah Second,Rp285 Jt,"Kebon Jeruk, Kota Jakarta Barat",2 KT,LT 60m²,LB 55m²,SHM
Rumah Second,"Rp5,3 M","Pancoran, Kota Jakarta Selatan",5 KT,LT 200m²,LB 240m²,SHM
Rumah Second,Rp285 Jt,"Kemayoran, Kota Jakarta Pusat",2 KT,LT 60m²,LB 55m²,SHM
Rumah Second,Rp285 Jt,"Senen, Kota Jakarta Pusat",2 KT,LT 60m²,LB 55m²,SHM
Rumah Second,"Rp4,3 M","Penjaringan, Kota Jakarta Utara",4 KT,LT 136m²,LB 250m²,HGB
Rumah Second,Rp600 Jt,"Matraman, Kota Jakarta Timur",2 KT,LT 40m²,LB 50m²,
Rumah Second,"Rp2,9 M","Kramatjati (Kramat Jati), Kota Jakarta Timur",3 KT,LT 459m²,LB 300m²,SHM
Rumah Second,"Rp2,5 M","Jagakarsa, Kota Jakarta Selatan",4 KT,LT 100m²,LB 240m²,SHM
Rumah Second,"Rp5,5 M","Grogol Petamburan, Kota Jakarta Barat",7 KT,LT 261m²,LB 400m²,SHM
Rumah Second,Rp10 M,"Pulogadung (Pulo Gadung), Kota Jakarta Timur",7 KT,LT 390m²,LB 250m²,Girik
Rumah Second,"Rp5,4 M","Penjaringan, Kota Jakarta Utara",3 KT,LT 150m²,LB 250m²,SHM
Rumah Second,"Rp1,4 M","Kemayoran, Kota Jakarta Pusat",2 KT,LT 50m²,LB 90m²,SHM
Rumah Second,Rp8 M,"Cempaka Putih, Kota Jakarta Pusat",7 KT,LT 380m²,LB 457m²,SHM
Rumah Second,"Rp2,2 M","Jagakarsa, Kota Jakarta Selatan",3 KT,LT 70m²,LB 97m²,SHM
Rumah Second,"Rp3,9 M","Kebon Jeruk, Kota Jakarta Barat",4 KT,LT 130m²,LB 300m²,SHM
Rumah Second,"Rp5,5 M","Grogol Petamburan, Kota Jakarta Barat",7 KT,LT 261m²,LB 400m²,SHM
Rumah Second,Rp11 M,"Kalideres, Kota Jakarta Barat",4 KT,LT 135m²,LB 335m²,
Rumah Second,"Rp4,9 M","Pesanggrahan, Kota Jakarta Selatan",8 KT,LT 378m²,LB 350m²,SHM
Rumah Second,Rp8 M,"Pasar Minggu, Kota Jakarta Selatan",5 KT,LT 619m²,LB 200m²,SHM
Rumah Second,Rp285 Jt,"Kebon Jeruk, Kota Jakarta Barat",2 KT,LT 60m²,LB 55m²,SHM
Rumah Second,Rp900 Jt,"Cipayung, Kota Jakarta Timur",3 KT,LT 57m²,LB 75m²,SHM
Rumah Second,"Rp5,5 M","Pasar Minggu, Kota Jakarta Selatan",4 KT,LT 175m²,LB 250m²,SHM
Rumah Second,"Rp1,1 M","Ciracas, Kota Jakarta Timur",3 KT,LT 55m²,LB 80m²,SHM
Rumah Second,Rp10 M,"Tebet, Kota Jakarta Selatan",12 KT,LT 237m²,LB 450m²,SHM
Rumah Second,"Rp4,6 M","Cilandak, Kota Jakarta Selatan",6 KT,LT 225m²,LB 300m²,SHM
Rumah Second,Rp975 Jt,"Jagakarsa, Kota Jakarta Selatan",3 KT,LT 58m²,LB 100m²,SHM
Rumah Second,"Rp3,1 M","Jagakarsa, Kota Jakarta Selatan",4 KT,LT 258m²,LB 150m²,SHM
Rumah Second,"Rp5,5 M","Grogol Petamburan, Kota Jakarta Barat",7 KT,LT 261m²,LB 400m²,SHM
Rumah Second,Rp36 M,"Mampang Prapatan, Kota Jakarta Selatan",6 KT,LT 1300m²,LB 950m²,SHM
Rumah Second,"Rp4,2 M","Cakung, Kota Jakarta Timur",5 KT,LT 150m²,LB 300m²,SHM
Rumah Second,"Rp3,7 M","Johar Baru, Kota Jakarta Pusat",4 KT,LT 171m²,LB 170m²,SHM
Rumah Second,Rp480 Jt,"Ciracas, Kota Jakarta Timur",2 KT,LT 115m²,LB 70m²,SHM
Rumah Second,"Rp5,5 M","Jatinegara, Kota Jakarta Timur",6 KT,LT 200m²,LB 400m²,
Rumah Second,"Rp2,7 M","Duren Sawit, Kota Jakarta Timur",5 KT,LT 174m²,LB 200m²,SHM
Rumah Second,"Rp1,9 M","Cakung, Kota Jakarta Timur",4 KT,LT 108m²,LB 200m²,SHM
Rumah Second,Rp9 M,"Pesanggrahan, Kota Jakarta Selatan",4 KT,LT 346m²,LB 316m²,SHM
Rumah Second,"Rp3,5 M","Cakung, Kota Jakarta Timur",4 KT,LT 200m²,LB 200m²,SHM
Rumah Second,"Rp4,8 M","Pasar Minggu, Kota Jakarta Selatan",5 KT,LT 135m²,LB 253m²,SHM
Rumah Second,"Rp2,8 M","Cakung, Kota Jakarta Timur",4 KT,LT 160m²,LB 240m²,SHM
Rumah Second,"Rp6,7 M","Tebet, Kota Jakarta Selatan",4 KT,LT 315m²,LB 200m²,SHM
Rumah Second,"Rp2,4 M","Cakung, Kota Jakarta Timur",6 KT,LT 112m²,LB 168m²,Girik
Rumah Second,Rp12 M,"Cilandak, Kota Jakarta Selatan",5 KT,LT 350m²,LB 250m²,SHM
Rumah Second,"Rp4,3 M","Cakung, Kota Jakarta Timur",4 KT,LT 144m²,LB 144m²,SHM
Rumah Second,"Rp1,2 M","Cakung, Kota Jakarta Timur",3 KT,LT 104m²,LB 90m²,SHM
Rumah Second,"Rp2,6 M","Cakung, Kota Jakarta Timur",4 KT,LT 180m²,LB 150m²,SHM
Rumah Second,"Rp5,3 M","Tanjung Priok, Kota Jakarta Utara",3 KT,LT 204m²,LB 180m²,SHM
Rumah Second,"Rp5,3 M","Tanjung Priok, Kota Jakarta Utara",3 KT,LT 204m²,LB 180m²,SHM
Rumah Second,"Rp1,3 M","Pasar Minggu, Kota Jakarta Selatan",4 KT,LT 95m²,LB 250m²,SHM
Rumah Second,Rp5 M,"Menteng, Kota Jakarta Pusat",14 KT,LT 186m²,LB 220m²,SHM
Rumah Second,"Rp2,3 M","Jagakarsa, Kota Jakarta Selatan",4 KT,LT 77m²,LB 275m²,SHM
Rumah Second,"Rp7,3 M","Penjaringan, Kota Jakarta Utara",7 KT,LT 200m²,LB 400m²,SHM
Rumah Second,"Rp1,1 M","Ciracas, Kota Jakarta Timur",3 KT,LT 55m²,LB 80m²,SHM
Rumah Second,Rp1 M,"Cipayung, Kota Jakarta Timur",3 KT,LT 60m²,LB 75m²,SHM
Rumah Second,"Rp5,5 M","Mampang Prapatan, Kota Jakarta Selatan",4 KT,LT 185m²,LB 255m²,SHM
Rumah Second,Rp19 M,"Kebayoran Baru, Kota Jakarta Selatan",4 KT,LT 321m²,LB 300m²,SHM
Rumah Second,"Rp1,7 M","Cakung, Kota Jakarta Timur",3 KT,LT 120m²,LB 110m²,SHM
Rumah Second,"Rp5,1 M","Penjaringan, Kota Jakarta Utara",3 KT,LT 160m²,LB 160m²,
Rumah Second,"Rp2,6 M","Pasar Minggu, Kota Jakarta Selatan",3 KT,LT 114m²,LB 175m²,SHM
Rumah Second,"Rp1,9 M","Sawah Besar, Kota Jakarta Pusat",3 KT,LT 91m²,LB 91m²,SHM
Rumah Second,"Rp2,5 M","Cakung, Kota Jakarta Timur",3 KT,LT 198m²,LB 200m²,SHM
Rumah Second,"Rp3,9 M","Pasar Minggu, Kota Jakarta Selatan",5 KT,LT 101m²,LB 220m²,SHM
Rumah Second,"Rp7,6 M","Cempaka Putih, Kota Jakarta Pusat",4 KT,LT 216m²,LB 252m²,SHM
Rumah Second,"Rp7,6 M","Cempaka Putih, Kota Jakarta Pusat",4 KT,LT 216m²,LB 252m²,SHM
Rumah Second,"Rp3,9 M","Kebayoran Baru, Kota Jakarta Selatan",4 KT,LT 171m²,LB 220m²,SHM
Rumah Second,"Rp2,2 M","Jagakarsa, Kota Jakarta Selatan",3 KT,LT 70m²,LB 97m²,SHM
Rumah Second,"Rp1,8 M","Kemayoran, Kota Jakarta Pusat",3 KT,LT 90m²,LB 135m²,SHM
Rumah Second,"Rp5,5 M","Pesanggrahan, Kota Jakarta Selatan",6 KT,LT 420m²,LB 180m²,SHM
Rumah Second,"Rp3,1 M","Duren Sawit, Kota Jakarta Timur",5 KT,LT 243m²,LB 240m²,SHM
Rumah Second,"Rp2,8 M","Duren Sawit, Kota Jakarta Timur",4 KT,LT 400m²,LB 250m²,SHM
Rumah Second,Rp6 M,"Mampang Prapatan, Kota Jakarta Selatan",8 KT,LT 254m²,LB 300m²,SHM
Rumah Second,"Rp5,8 M","Makasar, Kota Jakarta Timur",3 KT,LT 393m²,LB 360m²,SHM
Rumah Second,"Rp4,1 M","Pulogadung (Pulo Gadung), Kota Jakarta Timur",6 KT,LT 150m²,LB 200m²,SHM
Rumah Second,Rp475 Jt,"Kramatjati (Kramat Jati), Kota Jakarta Timur",2 KT,LT 23m²,LB 50m²,
Rumah Second,"Rp5,8 M","Makasar, Kota Jakarta Timur",4 KT,LT 393m²,LB 360m²,SHM
Rumah Second,"Rp4,6 M","Tanjung Priok, Kota Jakarta Utara",4 KT,LT 144m²,LB 250m²,SHM
Rumah Second,"Rp1,5 M","Cakung, Kota Jakarta Timur",2 KT,LT 71m²,LB 78m²,HGB
Rumah Second,"Rp7,9 M","Mampang Prapatan, Kota Jakarta Selatan",6 KT,LT 535m²,LB 300m²,SHM
Rumah Second,"Rp2,8 M","Pesanggrahan, Kota Jakarta Selatan",4 KT,LT 142m²,LB 176m²,SHM
Rumah Second,"Rp3,5 M","Pasar Minggu, Kota Jakarta Selatan",4 KT,LT 145m²,LB 300m²,SHM
Rumah Second,Rp11 M,"Kebayoran Baru, Kota Jakarta Selatan",12 KT,LT 433m²,LB 200m²,SHM
Rumah Second,Rp3 M,"Cakung, Kota Jakarta Timur",4 KT,LT 200m²,LB 157m²,SHM
Rumah Second,"Rp2,5 M","Pasar Minggu, Kota Jakarta Selatan",4 KT,LT 196m²,LB 180m²,SHM
Rumah Second,"Rp4,9 M","Pesanggrahan, Kota Jakarta Selatan",8 KT,LT 378m²,LB 350m²,SHM
Rumah Second,Rp5 M,"Duren Sawit, Kota Jakarta Timur",6 KT,LT 300m²,LB 309m²,SHM
Rumah Second,"Rp2,5 M","Jagakarsa, Kota Jakarta Selatan",4 KT,LT 84m²,LB 208m²,SHM
Rumah Second,"Rp1,5 M","Cakung, Kota Jakarta Timur",4 KT,LT 102m²,LB 63m²,SHM
Rumah Second,"Rp1,6 M","Duren Sawit, Kota Jakarta Timur",3 KT,LT 135m²,LB 87m²,SHM
Rumah Second,Rp35 M,"Kebayoran Lama, Kota Jakarta Selatan",5 KT,LT 630m²,LB 600m²,SHM
Rumah Second,"Rp9,5 M","Cilandak, Kota Jakarta Selatan",4 KT,LT 302m²,LB 450m²,
Rumah Second,"Rp5,4 M","Penjaringan, Kota Jakarta Utara",3 KT,LT 150m²,LB 250m²,SHM
Rumah Second,"Rp3,5 M","Tanjung Priok, Kota Jakarta Utara",5 KT,LT 270m²,LB 400m²,SHM
Rumah Second,Rp11 M,"Kembangan, Kota Jakarta Barat",6 KT,LT 980m²,LB 384m²,SHM
Rumah Second,"Rp16,5 M","Pulogadung (Pulo Gadung), Kota Jakarta Timur",5 KT,LT 886m²,LB 600m²,SHM
Rumah Second,"Rp2,5 M","Jagakarsa, Kota Jakarta Selatan",4 KT,LT 84m²,LB 208m²,SHM
Rumah Second,"Rp2,3 M","Jagakarsa, Kota Jakarta Selatan",4 KT,LT 77m²,LB 275m²,SHM
Rumah Second,"Rp16,5 M","Pulogadung (Pulo Gadung), Kota Jakarta Timur",5 KT,LT 886m²,LB 600m²,SHM
Rumah Second,"Rp2,4 M","Cakung, Kota Jakarta Timur",3 KT,LT 75m²,LB 90m²,SHM
Rumah Second,Rp40 M,"Menteng, Kota Jakarta Pusat",5 KT,LT 760m²,LB 460m²,HGB
Rumah Second,"Rp5,5 M","Pesanggrahan, Kota Jakarta Selatan",4 KT,LT 420m²,LB 180m²,SHM
Rumah Second,"Rp4,2 M","Cengkareng, Kota Jakarta Barat",4 KT,LT 360m²,LB 830m²,SHM
Rumah Second,Rp4 M,"Setiabudi (Setia Budi), Kota Jakarta Selatan",4 KT,LT 165m²,LB 200m²,SHM
Rumah Second,Rp40 M,"Kebayoran Baru, Kota Jakarta Selatan",7 KT,LT 517m²,LB 420m²,SHM
Rumah Second,"Rp2,2 M","Kembangan, Kota Jakarta Barat",4 KT,LT 108m²,LB 186m²,SHM
Rumah Second,Rp16 M,"Kebayoran Baru, Kota Jakarta Selatan",11 KT,LT 259m²,LB 400m²,SHM
Rumah Second,"Rp2,2 M","Kembangan, Kota Jakarta Barat",4 KT,LT 108m²,LB 186m²,SHM
Rumah Second,"Rp2,8 M","Jagakarsa, Kota Jakarta Selatan",3 KT,LT 189m²,LB 130m²,SHM
Rumah Second,"Rp2,8 M","Jagakarsa, Kota Jakarta Selatan",4 KT,LT 84m²,LB 210m²,SHM
Rumah Second,"Rp1,2 M","Kebayoran Baru, Kota Jakarta Selatan",3 KT,LT 85m²,LB 85m²,SHM
Rumah Second,"Rp7,5 M","Tanjung Priok, Kota Jakarta Utara",4 KT,LT 210m²,LB 400m²,SHM
Rumah Second,"Rp3,5 M","Penjaringan, Kota Jakarta Utara",3 KT,LT 90m²,LB 250m²,
Rumah Second,"Rp11,7 M","Setiabudi (Setia Budi), Kota Jakarta Selatan",5 KT,LT 280m²,LB 250m²,SHM
Rumah Second,"Rp7,9 M","Tanjung Priok, Kota Jakarta Utara",5 KT,LT 313m²,LB 456m²,SHM
Rumah Second,"Rp5,5 M","Setiabudi (Setia Budi), Kota Jakarta Selatan",4 KT,LT 233m²,LB 100m²,SHM
Rumah Second,"Rp5,5 M","Kelapa Gading, Kota Jakarta Utara",4 KT,LT 200m²,LB 140m²,SHM
Rumah Second,"Rp4,4 M","Cempaka Putih, Kota Jakarta Pusat",4 KT,LT 239m²,LB 239m²,SHM
Rumah Second,"Rp1,5 M","Cipayung, Kota Jakarta Timur",3 KT,LT 116m²,LB 172m²,SHM
Rumah Second,"Rp4,5 M","Tebet, Kota Jakarta Selatan",4 KT,LT 140m²,LB 140m²,SHM
Rumah Second,"Rp2,5 M","Matraman, Kota Jakarta Timur",5 KT,LT 168m²,LB 136m²,SHM
Rumah Second,"Rp2,5 M","Kemayoran, Kota Jakarta Pusat",4 KT,LT 120m²,LB 200m²,SHM
Rumah Second,"Rp12,5 M","Senen, Kota Jakarta Pusat",6 KT,LT 300m²,LB 150m²,SHM
Rumah Second,"Rp3,3 M","Cilandak, Kota Jakarta Selatan",4 KT,LT 317m²,LB 280m²,SHM
Rumah Second,"Rp8,3 M","Pesanggrahan, Kota Jakarta Selatan",4 KT,LT 234m²,LB 300m²,SHM
Rumah Second,"Rp1,1 M","Cakung, Kota Jakarta Timur",4 KT,LT 90m²,LB 55m²,SHM
Rumah Second,Rp6 M,"Pesanggrahan, Kota Jakarta Selatan",4 KT,LT 414m²,LB 248m²,SHM
Rumah Second,Rp16 M,"Pesanggrahan, Kota Jakarta Selatan",5 KT,LT 735m²,LB 400m²,SHM
Rumah Second,Rp950 Jt,"Jagakarsa, Kota Jakarta Selatan",3 KT,LT 36m²,LB 78m²,SHM
Rumah Second,"Rp3,5 M","Tebet, Kota Jakarta Selatan",4 KT,LT 149m²,LB 110m²,SHM
Rumah Second,"Rp1,3 M","Cipayung, Kota Jakarta Timur",2 KT,LT 90m²,LB 90m²,SHM
Rumah Second,"Rp1,3 M","Cipayung, Kota Jakarta Timur",2 KT,LT 90m²,LB 90m²,SHM
Rumah Second,"Rp1,3 M","Cipayung, Kota Jakarta Timur",2 KT,LT 90m²,LB 90m²,SHM
Rumah Second,"Rp2,7 M","Pulogadung (Pulo Gadung), Kota Jakarta Timur",9 KT,LT 145m²,LB 220m²,SHM
Rumah Second,"Rp37,3 M","Cilandak, Kota Jakarta Selatan",10 KT,LT 1244m²,LB 600m²,SHM
Rumah Second,"Rp1,6 M","Cilincing, Kota Jakarta Utara",2 KT,LT 60m²,LB 74m²,SHM
Rumah Second,Rp2 M,"Cipayung, Kota Jakarta Timur",4 KT,LT 109m²,LB 150m²,SHM
Rumah Second,Rp4 M,"Tanah Abang, Kota Jakarta Pusat",1 KT,LT 130m²,LB 180m²,SHM
Rumah Second,Rp2 M,"Cipayung, Kota Jakarta Timur",4 KT,LT 109m²,LB 150m²,SHM
Rumah Second,"Rp2,9 M","Gambir, Kota Jakarta Pusat",5 KT,LT 227m²,LB 221m²,SHM
Rumah Second,"Rp3,1 M","Duren Sawit, Kota Jakarta Timur",5 KT,LT 243m²,LB 240m²,SHM
Rumah Second,"Rp2,8 M","Duren Sawit, Kota Jakarta Timur",3 KT,LT 273m²,LB 150m²,SHM
Rumah Second,"Rp4,1 M","Pulogadung (Pulo Gadung), Kota Jakarta Timur",6 KT,LT 150m²,LB 200m²,SHM
Rumah Second,"Rp3,3 M","Tanjung Priok, Kota Jakarta Utara",4 KT,LT 88m²,LB 216m²,SHM
Rumah Second,"Rp3,4 M","Jagakarsa, Kota Jakarta Selatan",5 KT,LT 192m²,LB 130m²,SHM
Rumah Second,"Rp4,5 M","Pasar Minggu, Kota Jakarta Selatan",6 KT,LT 410m²,LB 400m²,SHM
Rumah Second,"Rp2,4 M","Pulogadung (Pulo Gadung), Kota Jakarta Timur",4 KT,LT 90m²,LB 72m²,SHM
Rumah Second,Rp21 M,"Mampang Prapatan, Kota Jakarta Selatan",6 KT,LT 864m²,LB 418m²,SHM
